renabap_id|nombre|provincia|departamento|localidad|cantidad_familias_aproximada|decada_de_creacion|anio_de_creacion|energia_electrica|efluentes_cloacales|agua_corriente|cocina|calefaccion|situacion_dominial|clasificacion_barrio|superficie_m2
684|NM552|PR1|DP3|LC108|CN133|DC7|ND3|NR2|FL2|GC1|CC1|CL4|ST2|CL1|SP637
685|NM553|PR1|DP64|LC162|CN5|DC1|ND1|NR2|FL2|GC2|CC1|CL2|ST3|CL1|SP638
686|NM554|PR1|DP12|LC29|CN21|DC4|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP639
687|NM555|PR1|DP64|LC162|CN140|DC9|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP640
688|NM556|PR1|DP69|LC195|CN41|DC5|ND1|NR3|FL1|GC1|CC1|CL4|ST1|CL2|SP641
689|NM557|PR1|DP20|LC44|CN222|DC2|ND1|NR2|FL1|GC2|CC1|CL2|ST2|CL1|SP642
690|NM325|PR1|DP17|LC149|CN189|DC2|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP643
691|NM558|PR1|DP15|LC193|CN223|DC7|ND5|NR2|FL1|GC1|CC1|CL3|ST1|CL1|SP644
692|NM509|PR1|DP64|LC162|CN41|DC7|ND7|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP645
694|NM559|PR1|DP34|LC196|CN224|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP646
695|NM560|PR1|DP3|LC108|CN77|DC5|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP647
696|NM561|PR1|DP2|LC2|CN225|DC5|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP648
697|NM562|PR1|DP64|LC162|CN89|DC7|ND5|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP649
698|NM510|PR1|DP26|LC197|CN47|DC3|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL1|SP650
699|NM287|PR1|DP54|LC198|CN1|DC2|ND1|NR3|FL2|GC1|CC1|CL4|ST1|CL1|SP651
700|NM3|PR1|DP34|LC196|CN16|DC5|ND1|NR1|FL1|GC4|CC1|CL4|ST2|CL2|SP652
701|NM563|PR1|DP30|LC135|CN9|DC2|ND1|NR3|FL1|GC2|CC1|CL4|ST3|CL1|SP653
702|NM564|PR1|DP69|LC191|CN226|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP654
703|NM565|PR1|DP16|LC178|CN15|DC3|ND1|NR3|FL2|GC4|CC1|CL2|ST2|CL1|SP655
704|NM37|PR1|DP54|LC199|CN100|DC2|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP656
705|NM566|PR1|DP65|LC173|CN227|DC7|ND5|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP657
706|NM230|PR1|DP20|LC44|CN228|DC2|ND1|NR2|FL1|GC2|CC1|CL2|ST2|CL1|SP658
707|NM567|PR1|DP20|LC44|CN126|DC5|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL2|SP659
708|NM404|PR1|DP14|LC34|CN176|DC6|ND1|NR3|FL2|GC1|CC1|CL2|ST2|CL1|SP660
709|NM568|PR1|DP20|LC44|CN187|DC2|ND1|NR3|FL2|GC6|CC1|CL1|ST2|CL1|SP661
710|NM569|PR1|DP14|LC34|CN1|DC2|ND1|NR2|FL1|GC1|CC1|CL2|ST2|CL1|SP662
711|NM570|PR1|DP15|LC85|CN72|DC2|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP663
712|NM571|PR1|DP14|LC137|CN5|DC5|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP664
714|NM328|PR1|DP15|LC85|CN229|DC7|ND5|NR2|FL2|GC1|CC1|CL3|ST2|CL2|SP665
715|NM572|PR1|DP16|LC37|CN52|DC5|ND1|NR3|FL2|GC2|CC1|CL2|ST2|CL2|SP666
716|NM573|PR1|DP26|LC106|CN56|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP667
717|NM217|PR1|DP37|LC170|CN23|DC4|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL2|SP668
718|NM574|PR1|DP26|LC197|CN9|DC4|ND1|NR3|FL5|GC1|CC1|CL1|ST2|CL2|SP669
719|NM575|PR1|DP14|LC164|CN45|DC7|ND4|NR2|FL2|GC1|CC1|CL5|ST2|CL1|SP670
721|NM576|PR1|DP8|LC23|CN230|DC4|ND1|NR2|FL1|GC1|CC1|CL3|ST2|CL1|SP671
723|NM228|PR1|DP54|LC200|CN172|DC4|ND1|NR3|FL1|GC4|CC1|CL1|ST2|CL1|SP672
724|NM271|PR1|DP24|LC50|CN21|DC1|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP673
725|NM577|PR1|DP14|LC34|CN142|DC4|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP674
726|NM578|PR1|DP20|LC44|CN15|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP675
730|NM579|PR1|DP20|LC44|CN91|DC1|ND1|NR2|FL2|GC2|CC3|CL3|ST1|CL1|SP676
731|NM43|PR1|DP15|LC85|CN231|DC2|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP677
732|NM580|PR1|DP8|LC23|CN17|DC4|ND1|NR3|FL1|GC1|CC1|CL4|ST2|CL2|SP678
733|NM581|PR1|DP3|LC11|CN232|DC1|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL1|SP679
735|NM582|PR1|DP10|LC82|CN233|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP680
736|NM583|PR1|DP11|LC201|CN22|DC4|ND1|NR1|FL1|GC2|CC1|CL3|ST1|CL2|SP681
737|NM325|PR1|DP8|LC23|CN226|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP682
738|NM584|PR1|DP65|LC173|CN1|DC2|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP683
739|NM585|PR1|DP20|LC44|CN178|DC2|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP684
740|NM586|PR1|DP20|LC202|CN60|DC4|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP685
741|NM587|PR1|DP20|LC202|CN224|DC4|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP686
742|NM588|PR1|DP26|LC197|CN9|DC7|ND4|NR2|FL3|GC2|CC1|CL1|ST2|CL2|SP687
743|NM589|PR1|DP3|LC11|CN35|DC1|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP688
745|NM76|PR1|DP26|LC110|CN144|DC2|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP689
746|NM590|PR1|DP14|LC34|CN158|DC7|ND2|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP690
747|NM591|PR1|DP42|LC92|CN5|DC1|ND1|NR2|FL4|GC2|CC1|CL1|ST2|CL1|SP691
748|NM592|PR1|DP10|LC53|CN61|DC2|ND1|NR2|FL2|GC3|CC2|CL6|ST2|CL1|SP692
749|NM593|PR1|DP64|LC162|CN23|DC3|ND1|NR2|FL2|GC2|CC1|CL4|ST3|CL1|SP693
750|NM594|PR1|DP26|LC110|CN9|DC5|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP694
751|NM456|PR1|DP26|LC106|CN234|DC4|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP695
752|NM595|PR1|DP3|LC11|CN15|DC1|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP696
753|NM596|PR1|DP55|LC134|CN41|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP697
754|NM597|PR1|DP14|LC31|CN118|DC7|ND7|NR2|FL1|GC4|CC1|CL3|ST2|CL1|SP698
755|NM598|PR1|DP14|LC34|CN235|DC5|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP699
757|NM599|PR1|DP20|LC44|CN126|DC7|ND4|NR2|FL1|GC3|CC1|CL3|ST2|CL1|SP700
758|NM600|PR1|DP20|LC44|CN236|DC2|ND1|NR3|FL2|GC2|CC1|CL4|ST2|CL1|SP701
759|NM601|PR1|DP26|LC110|CN198|DC2|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP702
760|NM602|PR1|DP26|LC54|CN23|DC10|ND1|NR3|FL1|GC2|CC1|CL1|ST3|CL1|SP703
761|NM603|PR1|DP26|LC54|CN96|DC4|ND1|NR3|FL2|GC2|CC2|CL3|ST2|CL2|SP704
762|NM604|PR1|DP26|LC110|CN235|DC2|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL2|SP705
763|NM605|PR1|DP26|LC106|CN1|DC2|ND1|NR3|FL1|GC1|CC1|CL4|ST3|CL1|SP706
764|NM165|PR1|DP26|LC110|CN75|DC1|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL1|SP707
765|NM606|PR1|DP26|LC110|CN33|DC1|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL2|SP708
766|NM607|PR1|DP8|LC23|CN21|DC5|ND1|NR3|FL1|GC1|CC1|CL3|ST3|CL2|SP709
768|NM608|PR1|DP4|LC203|CN40|DC6|ND1|NR1|FL2|GC2|CC1|CL3|ST2|CL2|SP710
769|NM609|PR1|DP71|LC204|CN23|DC5|ND1|NR3|FL2|GC2|CC1|CL2|ST1|CL1|SP711
772|NM610|PR1|DP3|LC181|CN110|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST3|CL1|SP712
774|NM611|PR1|DP14|LC112|CN40|DC3|ND1|NR3|FL5|GC3|CC1|CL3|ST2|CL1|SP713
775|NM612|PR1|DP2|LC63|CN13|DC2|ND1|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP714
776|NM613|PR1|DP14|LC112|CN1|DC7|ND3|NR2|FL2|GC6|CC1|CL3|ST2|CL1|SP715
777|NM614|PR1|DP15|LC33|CN64|DC5|ND1|NR3|FL2|GC1|CC1|CL3|ST3|CL1|SP716
778|NM12|PR1|DP14|LC34|CN1|DC7|ND5|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP717
780|NM615|PR1|DP14|LC164|CN30|DC1|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP718
781|NM34|PR1|DP55|LC134|CN96|DC4|ND1|NR3|FL2|GC4|CC1|CL1|ST2|CL1|SP719
782|NM616|PR1|DP10|LC53|CN75|DC2|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP720
783|NM404|PR1|DP26|LC54|CN17|DC7|ND3|NR2|FL2|GC2|CC1|CL2|ST3|CL1|SP721
784|NM617|PR1|DP14|LC31|CN15|DC2|ND1|NR2|FL5|GC2|CC1|CL2|ST2|CL2|SP722
785|NM618|PR1|DP26|LC110|CN17|DC2|ND1|NR2|FL2|GC5|CC1|CL3|ST2|CL1|SP723
786|NM619|PR1|DP15|LC85|CN75|DC1|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP724
787|NM620|PR1|DP4|LC17|CN237|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL2|SP725
788|NM621|PR1|DP72|LC205|CN214|DC1|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP726
789|NM17|PR1|DP64|LC162|CN126|DC1|ND1|NR2|FL1|GC2|CC1|CL2|ST2|CL1|SP727
790|NM622|PR1|DP11|LC152|CN45|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL2|SP728
791|NM623|PR1|DP14|LC206|CN64|DC4|ND1|NR2|FL1|GC1|CC1|CL2|ST2|CL1|SP729
793|NM624|PR1|DP8|LC23|CN1|DC5|ND1|NR5|FL1|GC1|CC1|CL3|ST3|CL1|SP730
794|NM625|PR1|DP14|LC127|CN23|DC5|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP731
795|NM82|PR1|DP43|LC93|CN1|DC4|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP732
796|NM37|PR1|DP2|LC27|CN24|DC1|ND1|NR2|FL4|GC2|CC1|CL4|ST2|CL1|SP733
800|NM626|PR1|DP43|LC93|CN15|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP734
801|NM627|PR1|DP2|LC27|CN238|DC5|ND1|NR2|FL1|GC2|CC1|CL4|ST2|CL1|SP735
804|NM628|PR1|DP43|LC207|CN1|DC2|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP736
805|NM37|PR1|DP5|LC208|CN239|DC3|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP737
806|NM629|PR1|DP72|LC205|CN202|DC5|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP738
807|NM627|PR1|DP2|LC27|CN112|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP739
810|NM487|PR1|DP2|LC20|CN240|DC7|ND4|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP740
811|NM630|PR1|DP72|LC205|CN19|DC8|ND1|NR2|FL5|GC4|CC1|CL4|ST3|CL1|SP741
812|NM631|PR1|DP23|LC209|CN173|DC10|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP742
813|NM632|PR1|DP23|LC51|CN19|DC4|ND1|NR2|FL3|GC3|CC2|CL6|ST2|CL1|SP743
814|NM633|PR1|DP2|LC2|CN241|DC1|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP744
817|NM634|PR1|DP10|LC53|CN106|DC1|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP745
818|NM635|PR1|DP2|LC63|CN1|DC1|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP256
819|NM636|PR1|DP43|LC93|CN142|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP746
820|NM37|PR1|DP2|LC3|CN23|DC7|ND5|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP747
822|NM637|PR1|DP43|LC93|CN242|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP748
823|NM638|PR1|DP41|LC91|CN6|DC1|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP749
824|NM639|PR1|DP55|LC134|CN156|DC4|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL2|SP750
825|NM640|PR1|DP2|LC74|CN227|DC1|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP751
826|NM641|PR1|DP15|LC33|CN243|DC7|ND2|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP752
827|NM228|PR1|DP72|LC205|CN22|DC5|ND1|NR3|FL1|GC1|CC1|CL4|ST2|CL1|SP753
828|NM350|PR1|DP40|LC86|CN60|DC6|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL2|SP754
829|NM642|PR1|DP15|LC193|CN23|DC5|ND1|NR3|FL2|GC1|CC1|CL4|ST3|CL1|SP755
831|NM614|PR1|DP15|LC33|CN1|DC7|ND4|NR5|FL2|GC1|CC1|CL1|ST2|CL1|SP756
832|NM643|PR1|DP5|LC21|CN69|DC5|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL2|SP757
833|NM644|PR1|DP2|LC2|CN180|DC4|ND1|NR3|FL1|GC2|CC1|CL4|ST2|CL1|SP758
834|NM645|PR1|DP72|LC205|CN244|DC2|ND1|NR2|FL5|GC4|CC1|CL1|ST2|CL1|SP759
836|NM646|PR1|DP3|LC79|CN15|DC1|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP760
837|NM647|PR1|DP2|LC2|CN41|DC7|ND4|NR2|FL2|GC2|CC1|CL5|ST3|CL1|SP761
838|NM648|PR1|DP3|LC79|CN224|DC2|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL2|SP762
839|NM649|PR1|DP43|LC93|CN16|DC5|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP763
840|NM167|PR1|DP2|LC74|CN1|DC2|ND1|NR2|FL1|GC2|CC1|CL2|ST3|CL1|SP764
842|NM650|PR1|DP14|LC206|CN245|DC5|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP765
843|NM651|PR1|DP26|LC110|CN64|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP766
844|NM652|PR1|DP2|LC3|CN175|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP767
845|NM653|PR1|DP15|LC85|CN118|DC2|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL2|SP768
846|NM37|PR1|DP2|LC27|CN5|DC2|ND1|NR2|FL1|GC1|CC1|CL4|ST2|CL1|SP769
848|NM654|PR1|DP69|LC191|CN9|DC1|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP770
849|NM655|PR1|DP43|LC93|CN243|DC1|ND1|NR2|FL2|GC3|CC2|CL6|ST2|CL1|SP771
850|NM656|PR1|DP69|LC195|CN1|DC7|ND4|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP772
851|NM657|PR1|DP2|LC6|CN15|DC4|ND1|NR3|FL2|GC2|CC1|CL3|ST2|CL1|SP773
852|NM626|PR1|DP43|LC93|CN246|DC1|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP774
853|NM658|PR1|DP11|LC152|CN54|DC4|ND1|NR5|FL1|GC2|CC1|CL3|ST2|CL2|SP775
854|NM659|PR1|DP2|LC2|CN34|DC3|ND1|NR2|FL2|GC3|CC1|CL4|ST2|CL1|SP776
857|NM473|PR1|DP5|LC19|CN54|DC2|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP777
858|NM660|PR1|DP2|LC12|CN95|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP778
859|NM661|PR1|DP69|LC210|CN41|DC1|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP779
860|NM662|PR1|DP13|LC30|CN5|DC1|ND1|NR1|FL2|GC2|CC1|CL1|ST2|CL1|SP780
861|NM53|PR1|DP9|LC189|CN52|DC7|ND5|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP781
862|NM663|PR1|DP37|LC75|CN128|DC4|ND1|NR3|FL1|GC4|CC1|CL3|ST2|CL2|SP782
863|NM37|PR1|DP2|LC20|CN118|DC2|ND1|NR2|FL2|GC3|CC1|CL2|ST2|CL1|SP783
865|NM664|PR1|DP14|LC31|CN144|DC2|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP784
866|NM665|PR1|DP6|LC211|CN78|DC5|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL2|SP785
867|NM666|PR1|DP37|LC167|CN95|DC4|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP786
869|NM667|PR1|DP37|LC167|CN6|DC4|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP787
870|NM668|PR1|DP37|LC75|CN9|DC4|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP788
871|NM669|PR1|DP3|LC212|CN9|DC4|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP789
872|NM670|PR1|DP11|LC32|CN16|DC4|ND1|NR2|FL1|GC2|CC1|CL2|ST2|CL1|SP790
873|NM671|PR1|DP14|LC164|CN9|DC7|ND3|NR2|FL2|GC2|CC1|CL3|ST3|CL1|SP791
874|NM672|PR1|DP37|LC170|CN1|DC1|ND1|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP792
875|NM649|PR1|DP43|LC93|CN24|DC2|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP793
876|NM649|PR1|DP43|LC93|CN128|DC2|ND1|NR3|FL2|GC4|CC1|CL1|ST2|CL1|SP794
877|NM318|PR1|DP10|LC213|CN165|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP795
878|NM358|PR1|DP57|LC214|CN218|DC6|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP796
879|NM673|PR1|DP57|LC214|CN40|DC5|ND1|NR3|FL1|GC5|CC1|CL1|ST2|CL1|SP797
880|NM674|PR1|DP2|LC5|CN247|DC3|ND1|NR3|FL2|GC2|CC1|CL2|ST3|CL2|SP798
882|NM12|PR1|DP37|LC170|CN16|DC3|ND1|NR2|FL6|GC2|CC1|CL3|ST2|CL2|SP799
883|NM45|PR1|DP2|LC5|CN5|DC4|ND1|NR2|FL2|GC1|CC1|CL4|ST2|CL1|SP800
885|NM675|PR1|DP57|LC140|CN58|DC2|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL1|SP801
886|NM676|PR1|DP5|LC21|CN17|DC2|ND1|NR2|FL2|GC5|CC1|CL3|ST2|CL1|SP802
887|NM677|PR1|DP69|LC210|CN15|DC2|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP803
888|NM49|PR1|DP37|LC167|CN152|DC1|ND1|NR3|FL1|GC6|CC1|CL1|ST2|CL1|SP804
889|NM22|PR1|DP43|LC93|CN16|DC1|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL2|SP805
890|NM655|PR1|DP43|LC93|CN15|DC1|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP806
891|NM678|PR1|DP37|LC75|CN40|DC1|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL2|SP807
892|NM149|PR1|DP2|LC5|CN11|DC4|ND1|NR3|FL1|GC1|CC1|CL2|ST2|CL1|SP808
893|NM679|PR1|DP37|LC167|CN5|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP809
894|NM680|PR1|DP65|LC173|CN248|DC2|ND1|NR2|FL2|GC4|CC1|CL2|ST2|CL1|SP810
895|NM76|PR1|DP2|LC12|CN6|DC2|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP811
896|NM681|PR1|DP4|LC176|CN52|DC3|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL2|SP812
897|NM682|PR1|DP32|LC192|CN125|DC3|ND1|NR2|FL5|GC2|CC1|CL1|ST2|CL2|SP813
898|NM683|PR1|DP10|LC213|CN89|DC4|ND1|NR2|FL2|GC4|CC2|CL6|ST2|CL1|SP814
899|NM82|PR1|DP37|LC170|CN16|DC3|ND1|NR2|FL2|GC4|CC1|CL3|ST2|CL1|SP815
900|NM684|PR1|DP40|LC95|CN249|DC3|ND1|NR3|FL1|GC2|CC1|CL3|ST2|CL1|SP816
901|NM685|PR1|DP2|LC12|CN23|DC4|ND1|NR2|FL5|GC2|CC1|CL3|ST2|CL1|SP817
902|NM686|PR1|DP37|LC167|CN56|DC4|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL2|SP818
903|NM687|PR1|DP37|LC170|CN21|DC4|ND1|NR2|FL5|GC3|CC2|CL6|ST2|CL1|SP819
904|NM688|PR1|DP37|LC167|CN95|DC4|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL2|SP820
905|NM689|PR1|DP37|LC167|CN24|DC4|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL2|SP821
906|NM690|PR1|DP2|LC10|CN95|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP822
907|NM691|PR1|DP37|LC167|CN154|DC4|ND1|NR3|FL6|GC2|CC1|CL1|ST2|CL2|SP823
908|NM692|PR1|DP37|LC167|CN250|DC4|ND1|NR2|FL2|GC2|CC2|CL6|ST2|CL2|SP824
909|NM693|PR1|DP15|LC85|CN109|DC2|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP825
910|NM219|PR1|DP15|LC124|CN40|DC4|ND1|NR2|FL2|GC4|CC1|CL1|ST2|CL1|SP826
911|NM694|PR1|DP14|LC137|CN40|DC1|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP827
912|NM695|PR1|DP15|LC85|CN112|DC1|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP828
913|NM696|PR1|DP15|LC180|CN16|DC2|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL2|SP829
914|NM596|PR1|DP15|LC33|CN106|DC2|ND1|NR5|FL2|GC1|CC1|CL3|ST2|CL1|SP830
915|NM697|PR1|DP10|LC146|CN23|DC3|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP831
916|NM698|PR1|DP37|LC75|CN251|DC9|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP832
917|NM699|PR1|DP2|LC3|CN15|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP833
919|NM700|PR1|DP8|LC23|CN64|DC1|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP834
921|NM701|PR1|DP15|LC33|CN74|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP835
922|NM702|PR1|DP15|LC193|CN6|DC2|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP836
923|NM703|PR1|DP15|LC193|CN245|DC2|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL2|SP837
924|NM704|PR1|DP65|LC173|CN1|DC1|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP838
925|NM705|PR1|DP15|LC193|CN224|DC5|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP839
926|NM706|PR1|DP15|LC193|CN185|DC2|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP840
927|NM707|PR1|DP15|LC193|CN195|DC2|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP841
928|NM708|PR1|DP15|LC85|CN173|DC7|ND3|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP842
929|NM709|PR1|DP2|LC2|CN41|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP843
930|NM710|PR1|DP15|LC124|CN245|DC1|ND1|NR2|FL2|GC2|CC1|CL4|ST2|CL1|SP844
931|NM711|PR1|DP15|LC124|CN252|DC7|ND3|NR5|FL2|GC1|CC1|CL1|ST2|CL1|SP845
932|NM712|PR1|DP3|LC108|CN205|DC2|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP846
933|NM713|PR1|DP15|LC193|CN69|DC2|ND1|NR3|FL1|GC4|CC1|CL1|ST2|CL1|SP847
934|NM714|PR1|DP11|LC32|CN89|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP848
935|NM715|PR1|DP2|LC15|CN5|DC1|ND1|NR2|FL5|GC2|CC1|CL3|ST2|CL2|SP849
936|NM716|PR1|DP1|LC125|CN37|DC2|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP850
937|NM340|PR1|DP3|LC121|CN253|DC1|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP851
938|NM717|PR1|DP10|LC148|CN27|DC1|ND1|NR3|FL2|GC2|CC1|CL3|ST2|CL1|SP852
940|NM718|PR1|DP11|LC32|CN117|DC4|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL2|SP853
941|NM719|PR1|DP2|LC15|CN41|DC6|ND1|NR2|FL5|GC1|CC1|CL3|ST1|CL1|SP854
943|NM572|PR1|DP10|LC89|CN34|DC7|ND5|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP855
944|NM720|PR1|DP15|LC193|CN254|DC4|ND1|NR2|FL1|GC6|CC1|CL3|ST2|CL1|SP856
945|NM140|PR1|DP9|LC39|CN124|DC4|ND1|NR2|FL1|GC3|CC1|CL3|ST2|CL1|SP857
946|NM721|PR1|DP2|LC2|CN27|DC3|ND1|NR2|FL5|GC2|CC1|CL4|ST2|CL1|SP858
947|NM722|PR1|DP15|LC85|CN62|DC7|ND4|NR2|FL1|GC1|CC1|CL4|ST2|CL1|SP859
